genre	espece	autorite	statut	id	id_espece
Gracilaria	verrucosa	(Hudson) Papenfuss	f	2893	1767
Gracilaria	multipartita	(Clemente) Harvey	t	2894	1768
Gracilaria	foliifera	(Forskål)	f	2895	1768
Gracilariopsis	longissima	(S.G. Gmelin) Steentoft, L.M. Irvine & Farnham	t	2896	1769
Holmsella	pachyderma	(Reinsch) Sturch	t	2897	1770
Cryptonemia	seminervis	(C. Agardh) J. Agardh	t	2898	1771
Dermocorynus	montagnei	P.L. Crouan & H.M. Crouan	t	2899	1772
Grateloupia	dichotoma	J. Agardh	t	2900	1773
Grateloupia	filicina	(J.V. Lamouroux) C. Agardh	t	2901	1774
Halymenia	latifolia	P.L. Crouan & H.M. Crouan ex Kützing	t	2902	1775
Hildenbrandia	rubra	(Sommerfelt) Meneghini	t	2903	1776
Hildenbrandia	prototypus	Nardo	f	2904	1776
Scinaia	furcellata	(Turner) J. Agardh	t	2905	1777
Scinaia	turgida	Chemin 1926: 102	t	2906	1778
Helminthocladia	calvadosii	(J.V. Lamouroux ex Duby) Setchell	t	2907	1779
Helminthora	divaricata	(C. Agardh) J. Agardh	t	2908	1780
Nemalion	helminthoides	(Velley) Batters	t	2909	1781
Peyssonnelia	armorica	(P.L. Crouan et H.M. Crouan) Weber-van Bosse in Børgesen	t	2910	1750
Grateloupia	doryphora	(Montagne) M.A. Howe	f	2911	1784
Stenogramme	interrupta	(C. Agardh) Montagne ex Harvey	t	2912	1762
Palmaria	palmata	(Linnaeus) Kuntze	t	2913	1785
Rhodophysema	georgei	Batters	t	2914	1732
Rhododermis	georgei	(Batters) F.S. Collins	f	2915	1732
Rhodothamniella	floridula	(Dillwyn) Feldmann in T.A.Christensen	t	2916	1786
Champia	parvula	(C. Agardh) Harvey	t	2917	1787
Chylocladia	verticillata	(Lightfoot) Bliding	t	2918	1788
Chylocladia	squarrosa	(Kützing) Le Jolis.	f	2919	1788
Gastroclonium	ovatum	(Hudson) Papenfuss	t	2920	1789
Lomentaria	articulata	(Hudson) Lyngbye	t	2921	1790
Lomentaria	clavellosa	(Turner) Gaillon	t	2922	1791
Lomentaria	orcadensis	(Harvey) F.S.Collins ex W.R. Taylor	t	2923	1792
Cordylecladia	erecta	(Greville) J. Agardh	t	2924	1793
Rhodymenia	pseudopalmata	(J.V. Lamouroux) P.C. Silva	t	2925	1795
Ceramium	rubrum	C. Agardh	t	2926	1727
Ceramium	virgatum	Roth	t	2927	1782
Ceramium	pedicellatum	(Duby) J. Agardh, nom. illeg.	f	2928	1782
Lomentaria	hakodatensis	Yendo	t	2929	1796
Rhodophysema	elegans	(P.L. Crouan & H.M. Crouan ex J. Agardh) P.S. Dixon	t	2930	1705
Rhodophysema	feldmannii 	Cabioch 	t	2931	1797
Halosacciocolax	kjellmanii	S. Lund 	t	2932	1533
Caulacanthus	ustulatus 	(Mertens ex Turner) Kützing	t	2933	1798
Acrochaetium	cheminii 	Feldmann	t	2934	1799
Gracilaria	vermiculophylla	(Ohmi) Papenfuss 1967: 101	t	2935	1783
Pterosiphonia	pinnulata	(Kützing) Maggs & Hommersand 1993: 379-381	t	2936	1520
